date,symbol,price,est_eps_growth,to_buy,sma_10d,sma_50w,sma_100d,sma_200d,sma_50d,std_10d,sma_10d_1weeks_ago,sma_10d_2weeks_ago,sma_10d_1months_ago,sma_10d_2months_ago,sma_10d_3months_ago,sma_10d_4months_ago,sma_10d_5months_ago,sma_10d_6months_ago,sma_10d_7months_ago,sma_10d_11months_ago,month,RnD_expenses,revenues,GP,netIncome,dividendsPaid,open_price,vwap,volume,price_to_vwap,sector,ebitda,income_lag_days,marketCap,total_debt,balance_lag_days,other_expenses,cashcasheq,netDebt,curr_est_eps,curr_est_rev,future_est_rev,EV,max_in_4M,max4M_lag,min_in_4M,min4M_lag,max_minus_min,var_price_to_minmax,maxPercen_4M,max_in_1M,max1M_lag,min_in_1M,min1M_lag,max_minus_min1M,var_price_to_minmax1M,maxPercen_1M,max_in_2W,max2W_lag,min_in_2W,min2W_lag,max_minus_min2W,var_price_to_minmax2W,maxPercen_2W,max_in_8M,max8M_lag,dist_max8M_4M,min_in_8M,min8M_lag,dist_min8M_4M,max_minus_min8M,var_price_minmax8M,maxPercen_8M,ebitdaMargin,Spread1Mby8M,Spread4Mby8M,Spread1Mby4M,debtToPrice,markRevRatio,open_price_to_now,eps_growth,pe,peg,PS_to_PEG,netDebtToPrice,dividend_payout_ratio,EVEbitdaRatio,EVGP,EVRevenues,fwdPriceTosale,fwdPriceTosale_diff,var_sma50D,var_sma100D,var_sma10D,var_sma10D_50D,var_sma50D_100D,var_sma50D_200D,var_sma10D_100D,var_sma10D_200D,relative_std,deriv_1w,deriv_2w,deriv_1m,diff_deriv_1m1w,deriv_2m,deriv2_1_2m,deriv_3m,deriv2_1_3m,deriv2_2_3m,deriv_4m,deriv_5m,deriv_6m,deriv_min4M,deriv_max8M,deriv_min8M,deriv_1w1m_growth,deriv_1m2m_growth,deriv_3m4m_growth,1W_return,price_to_SMA10d_1W,price_to_SMA10d_5M,1M_return,2M_return,3M_return,4M_return,5M_return,6M_return,7M_return,1y_return,1M_1W_growth,2M_1W_growth,1M1W_2M1W_growth,2M_1M_growth,3M_2M_growth,4M_3M_growth,1Y_6M_growth,price_to_sma_10d_ratio,price_to_sma_50d_ratio,price_to_sma_100d_ratio,price_to_sma_200d_ratio,sma_10d_to_sma_50d_ratio,sma_10d_to_sma_100d_ratio,sma_10d_to_sma_200d_ratio,sma_50d_to_sma_100d_ratio,sma_50d_to_sma_200d_ratio,sma_100d_to_sma_200d_ratio,golden_cross,death_cross,smas_above_count,price_above_all_sma,price_below_all_sma,combined_valuation_score,market_cap_quintile,return_to_pe,sma10_yoy_growth
2024-10-17,AIZ,198.16,0.36,1,192.92,176.15,180.85,177.86,192.32,3.63,194.88,197.94,193.12,177.74,166.1,170.29,177.16,175.83,179.59,161.1,10,0,2967700000,2967700000,133800000,-37500000,196.92,197.53,359800,100.32,financial services,234100000,17,10403544062,2082500000,17,0.0,1813400000,269100000,2.52,2939327368,3069563177,10672644062,201.55,20,160.12,101,41.43,0.92,0.02,201.55,20,186.24,10,15.31,0.78,0.02,198.77,0,186.24,10,12.53,0.95,0.0,201.55,20,0,160.12,101,0,41.43,0.92,0.02,0.08,0.37,1.0,0.37,0.2,3.51,0.01,0.36,78.55,219.71,62.67,0.03,-0.28,45.59,3.6,3.6,3.39,-0.12,0.03,0.1,0.03,0.0,0.06,0.08,0.07,0.08,0.02,13.12,0.44,5.04,-8.08,10.21,5.17,10.69,2.82,0.48,6.97,4.2,3.72,0.38,-0.17,0.38,1.6,-0.51,0.53,0.02,1.02,1.12,0.03,0.11,0.19,0.16,0.12,0.13,0.1,0.23,0.01,0.1,-0.91,0.09,0.07,-0.02,0.09,0.03,0.03,0.1,0.11,0.0,0.07,0.08,0.06,0.08,0.02,1,0,4,1,0,86.86,1,0.0,19.75
2024-10-17,LEN,185.5,0.15,0,182.28,159.75,170.02,163.43,180.9,3.07,184.09,185.4,181.8,169.81,152.78,155.65,163.07,159.72,161.48,123.38,10,0,9416042000,1472246000,1162674000,-135850000,188.21,186.55,1642209,99.44,consumer cyclical,1336947000,47,50115422000,2263256000,47,0.0,4252662000,-1774149000,3.65,9140974401,10058452389,48126016000,193.8,28,140.65,104,53.15,0.84,0.04,193.8,28,177.6,7,16.2,0.49,0.04,189.34,1,177.6,7,11.74,0.67,0.02,193.8,28,0,140.65,104,0,53.15,0.84,0.04,0.14,0.3,1.0,0.3,0.05,5.32,-0.01,0.15,50.83,335.41,63.02,-0.04,-0.12,36.0,32.69,5.11,4.98,-0.34,0.03,0.09,0.02,0.01,0.06,0.11,0.07,0.12,0.02,5.64,0.2,3.7,-1.94,7.84,4.15,10.91,3.6,3.06,7.46,4.49,4.3,0.43,-0.3,0.43,0.52,-0.53,0.46,0.01,1.01,1.14,0.02,0.09,0.21,0.19,0.14,0.16,0.15,0.5,0.01,0.08,-0.85,0.07,0.11,-0.02,0.29,0.02,0.03,0.09,0.14,0.01,0.07,0.12,0.06,0.11,0.04,1,0,4,1,0,113.73,4,0.0,47.74
2024-10-01,ALL,189.88,1.4,0,190.4,161.77,173.02,166.07,181.63,1.31,189.7,187.27,183.42,172.1,160.42,166.12,171.86,166.92,159.46,125.15,10,0,16627000000,16627000000,1190000000,-272000000,189.22,189.66,1142500,100.11,financial services,1662000000,1,50147308000,8083000000,1,16601000000.0,816000000,7267000000,2.38,14566096485,13794974990,57414308000,193.97,8,156.66,106,37.31,0.89,0.02,193.97,8,181.09,20,12.88,0.68,0.02,193.97,8,186.0,1,7.97,0.49,0.02,193.97,8,0,153.87,211,105,40.1,0.9,0.02,0.1,0.32,0.93,0.35,0.16,3.02,0.0,1.4,79.89,57.11,18.94,0.14,-0.23,34.55,3.45,3.45,3.64,0.62,0.05,0.1,-0.0,0.05,0.05,0.09,0.1,0.15,0.01,0.72,5.22,6.46,5.74,8.89,2.43,9.82,1.68,0.93,5.94,3.6,3.83,0.31,-0.51,0.17,-0.89,-0.27,0.65,0.0,1.0,1.1,0.04,0.1,0.18,0.14,0.1,0.14,0.19,0.52,0.03,0.1,-0.67,0.07,0.07,-0.03,0.33,-0.0,0.05,0.1,0.14,0.05,0.1,0.15,0.05,0.09,0.04,1,0,3,0,0,43.75,4,0.0,52.14
2024-10-01,TRV,235.12,0.78,0,237.09,209.26,217.61,214.83,224.32,1.75,238.02,236.47,221.78,211.11,207.72,214.23,213.22,225.91,220.25,163.47,10,0,11904000000,11904000000,1260000000,-238000000,233.49,234.62,951910,100.21,financial services,1832000000,1,53748432000,8033000000,1,10444000000.0,772000000,7261000000,3.66,11436049673,10844360900,61009432000,243.48,14,200.21,95,43.27,0.81,0.04,243.48,14,226.18,28,17.3,0.52,0.04,242.72,13,232.18,1,10.54,0.28,0.03,243.48,14,0,200.21,95,0,43.27,0.81,0.04,0.15,0.4,1.0,0.4,0.15,4.52,0.01,0.78,64.28,82.08,18.18,0.14,-0.19,33.3,5.13,5.13,4.96,0.44,0.05,0.08,-0.01,0.06,0.03,0.04,0.09,0.1,0.01,-11.6,-2.7,13.34,24.94,12.0,-1.34,9.13,-2.1,-2.87,5.22,4.38,1.54,0.37,-0.6,0.37,-1.87,0.11,0.75,-0.01,0.99,1.1,0.06,0.11,0.13,0.1,0.1,0.04,0.07,0.44,0.07,0.13,-0.43,0.05,0.02,-0.03,0.38,-0.01,0.05,0.08,0.09,0.06,0.09,0.1,0.03,0.04,0.01,1,0,3,0,0,46.2,4,0.0,45.04
2024-10-01,AIZ,199.22,0.36,0,197.11,174.55,178.44,176.21,187.13,2.21,193.91,193.12,192.37,172.21,167.57,170.6,174.36,182.51,178.32,149.29,10,0,2967700000,2967700000,133800000,-37500000,198.52,198.79,322038,100.22,financial services,234100000,1,10459194832,2082500000,1,0.0,1813400000,269100000,2.52,2939327368,3069563177,10728294832,201.55,4,160.12,85,41.43,0.94,0.01,201.55,4,186.64,20,14.91,0.84,0.01,201.55,4,192.37,12,9.18,0.75,0.01,201.55,4,0,160.12,85,0,41.43,0.94,0.01,0.08,0.36,1.0,0.36,0.2,3.52,0.0,0.36,78.97,220.89,62.67,0.03,-0.28,45.83,3.62,3.62,3.41,-0.12,0.06,0.12,0.01,0.05,0.05,0.06,0.1,0.12,0.01,21.24,12.2,6.85,-14.39,13.5,6.66,10.55,1.85,-2.95,7.16,4.97,2.79,0.46,-0.58,0.46,2.1,-0.49,0.47,0.03,1.03,1.14,0.04,0.16,0.19,0.17,0.14,0.09,0.12,0.33,0.01,0.13,-0.94,0.12,0.03,-0.02,0.22,0.01,0.06,0.12,0.13,0.05,0.1,0.12,0.05,0.06,0.01,1,0,4,1,0,87.32,1,0.0,32.03
2024-10-01,LEN,188.3,0.15,0,186.08,156.88,167.48,161.37,178.66,3.15,185.52,181.8,180.21,174.47,149.98,158.54,153.07,165.17,154.36,105.18,10,0,9416042000,1472246000,1162674000,-135850000,188.55,187.95,2214103,100.18,consumer cyclical,1336947000,31,50871881200,2263256000,31,0.0,4252662000,-1774149000,3.65,9140974401,10058452389,48882475200,193.8,12,140.65,88,53.15,0.9,0.03,193.8,12,173.47,20,20.33,0.73,0.03,193.8,12,181.12,6,12.68,0.57,0.03,193.8,12,0,140.65,88,0,53.15,0.9,0.03,0.14,0.38,1.0,0.38,0.04,5.4,-0.0,0.15,51.6,340.47,63.02,-0.03,-0.12,36.56,33.2,5.19,5.06,-0.35,0.05,0.12,0.01,0.04,0.07,0.11,0.11,0.15,0.02,11.12,13.0,8.09,-3.03,6.92,-1.17,12.77,2.34,5.86,7.44,7.05,3.86,0.54,-0.46,0.54,0.37,0.17,0.72,0.01,1.01,1.23,0.04,0.08,0.26,0.19,0.23,0.14,0.22,0.79,0.03,0.06,-0.53,0.03,0.16,-0.05,0.57,0.01,0.05,0.12,0.17,0.04,0.11,0.15,0.07,0.11,0.04,1,0,4,1,0,115.46,4,0.0,76.92
2022-06-07,JBHT,176.57,0.21,0,173.71,183.92,186.73,187.33,175.16,5.41,168.25,168.68,173.6,191.0,197.4,192.14,203.57,194.2,195.91,163.03,6,0,3488588000,549428000,243325000,-41940000,178.26,177.49,753600,99.48,industrials,483057000,68,18330286659,1296842000,68,122688000.0,144529000,1152313000,1.94,3294502125,3595167426,19482599659,218.18,83,156.93,19,61.25,0.32,0.24,181.69,1,156.93,19,24.76,0.79,0.03,181.69,1,161.5,13,20.19,0.75,0.03,218.18,83,0,156.93,19,0,61.25,0.32,0.24,0.14,0.4,1.0,0.4,0.07,5.25,-0.01,0.21,90.89,429.12,81.67,0.06,-0.17,40.33,35.46,5.58,5.1,-0.16,0.01,-0.05,0.02,-0.01,-0.06,-0.06,-0.07,-0.07,0.03,33.28,15.78,2.97,-30.31,-7.22,-10.19,-6.94,-4.96,0.27,-3.89,-5.4,-2.94,1.03,-0.5,1.03,10.21,-1.41,0.78,0.05,1.05,0.87,0.02,-0.08,-0.11,-0.08,-0.13,-0.09,-0.1,0.08,-0.03,-0.12,-0.74,-0.09,-0.03,0.03,0.19,0.02,0.01,-0.05,-0.06,-0.01,-0.07,-0.07,-0.06,-0.06,-0.0,0,1,2,0,0,148.95,2,-0.0,6.55
2022-06-07,RHI,92.05,0.09,0,88.95,106.15,108.65,108.76,101.46,1.88,88.97,90.79,101.66,115.29,116.86,114.09,111.48,111.98,114.35,88.48,6,0,1814834000,771846000,168239000,-47498000,90.16,91.08,637700,101.06,industrials,268732000,68,10018077650,262689000,68,0.0,550330000,-287641000,1.46,1803332360,1899237911,9730436650,125.77,118,84.01,12,41.76,0.19,0.37,97.82,27,84.01,12,13.81,0.58,0.06,92.27,0,84.01,12,8.26,0.97,0.0,125.77,118,0,84.01,12,0,41.76,0.19,0.37,0.15,0.33,1.0,0.33,0.03,5.52,0.02,0.09,63.05,716.45,129.79,-0.03,-0.28,36.21,12.61,5.36,5.27,-0.25,-0.09,-0.15,0.03,-0.12,-0.07,-0.07,-0.18,-0.18,0.02,12.32,2.52,-9.61,-21.93,-11.62,-2.01,-8.27,0.67,3.35,-5.51,-3.89,-3.32,0.67,-0.29,0.67,-2.28,-0.17,0.5,0.03,1.03,0.83,-0.09,-0.2,-0.21,-0.19,-0.17,-0.18,-0.2,0.04,-0.12,-0.23,-0.45,-0.12,-0.01,0.02,0.27,0.03,-0.09,-0.15,-0.15,-0.12,-0.18,-0.18,-0.07,-0.07,-0.0,0,1,1,0,0,207.08,1,-0.0,0.53
2022-06-07,CVX,180.2,0.5,0,176.45,129.27,156.33,133.2,167.83,1.95,172.61,168.99,161.55,165.21,146.8,134.14,120.13,115.15,113.72,105.24,6,0,52314000000,15249000000,6259000000,-2746000000,177.47,178.81,9668300,100.78,energy,12979000000,68,350976080600,29333000000,68,7087000000.0,11671000000,17662000000,3.4,47947333333,58658000000,368638080600,180.96,7,130.52,105,50.44,0.98,0.0,180.96,7,157.87,28,23.09,0.97,0.0,180.96,7,172.97,13,7.99,0.9,0.0,180.96,7,0,106.17,238,133,74.79,0.99,0.0,0.25,0.31,0.67,0.46,0.08,6.71,0.02,0.5,53.07,106.36,15.85,0.05,-0.44,28.4,24.17,7.05,5.98,-0.73,0.07,0.15,0.02,0.05,0.07,0.26,0.13,0.32,0.01,30.36,22.42,18.65,-11.71,7.49,-11.15,11.13,-3.76,3.64,11.52,12.01,10.84,0.47,-0.11,0.31,0.63,1.49,-0.03,0.04,1.04,1.5,0.12,0.09,0.23,0.34,0.5,0.56,0.58,0.71,0.07,0.04,0.53,-0.02,0.13,0.09,0.09,0.02,0.07,0.15,0.35,0.05,0.13,0.32,0.07,0.26,0.17,1,0,4,1,0,53.0,5,0.0,67.66
2022-06-07,NUE,133.78,0.21,0,131.05,118.65,132.68,121.29,143.69,3.45,126.74,122.96,152.41,150.51,129.64,103.92,115.79,111.45,110.08,95.76,6,0,10493282000,3458139000,2087203000,-137587000,128.5,130.99,2030700,102.13,basic materials,3170444000,66,35213705380,6828388000,66,0.0,3725266000,3103122000,7.19,10455738194,11600977089,38316827380,187.9,47,111.83,119,76.07,0.29,0.4,138.0,11,116.09,22,21.91,0.81,0.03,138.0,11,122.0,13,16.0,0.74,0.03,187.9,47,0,88.5,134,15,99.4,0.46,0.4,0.3,0.22,0.77,0.29,0.19,3.36,0.04,0.21,18.59,87.25,26.0,0.09,-0.07,12.09,11.08,3.65,3.04,-0.32,-0.07,0.01,0.02,-0.09,0.08,0.18,-0.01,0.08,0.03,28.16,21.64,-18.63,-46.79,-8.36,10.26,1.38,10.01,9.74,7.46,3.6,3.72,0.18,-1.15,0.34,-2.51,1.23,-0.82,0.06,1.06,1.16,-0.12,-0.11,0.03,0.29,0.16,0.2,0.22,0.4,-0.17,-0.16,0.07,0.01,0.16,0.25,0.16,0.02,-0.07,0.01,0.1,-0.09,-0.01,0.08,0.08,0.18,0.09,1,0,3,0,0,32.25,3,0.0,36.85
2022-06-07,CF,92.4,0.36,0,96.75,71.18,90.7,74.92,100.56,2.43,99.92,101.25,98.12,103.04,82.86,71.77,71.37,61.15,57.86,50.68,6,0,2868000000,1698000000,883000000,-64000000,93.3,92.94,3898514,99.41,basic materials,1846000000,68,19237680000,3702000000,68,2000000.0,2617000000,1085000000,4.35,2599514054,3532987233,20322680000,113.49,55,66.95,112,46.54,0.55,0.23,110.36,22,90.06,29,20.3,0.12,0.19,102.23,13,91.96,0,10.27,0.04,0.11,113.49,55,0,55.29,216,104,58.2,0.64,0.23,0.64,0.35,0.8,0.44,0.19,6.71,-0.01,0.36,21.23,59.03,8.8,0.06,-0.07,11.01,11.97,7.09,5.45,-1.26,-0.08,0.02,-0.04,-0.04,0.11,0.34,0.07,0.29,0.03,-30.08,-17.7,-5.72,24.36,-5.32,0.4,3.18,4.45,8.5,5.16,4.21,5.21,0.23,-0.38,0.17,4.26,0.08,-0.38,-0.08,0.92,1.29,-0.06,-0.1,0.12,0.29,0.29,0.51,0.6,0.82,0.02,-0.03,-1.61,-0.05,0.24,0.15,0.21,-0.04,-0.08,0.02,0.23,-0.04,0.07,0.29,0.11,0.34,0.21,1,0,2,0,0,25.81,2,0.01,90.9
2022-06-07,EXPD,109.31,0.22,0,108.53,116.79,105.96,115.51,104.04,1.59,107.38,108.14,103.16,101.35,102.47,112.46,131.55,125.51,124.36,126.58,6,0,4664298000,545344000,346109000,0,108.17,108.4,1219815,100.84,industrials,484154000,68,18046206520,469766000,68,79536000.0,2139626000,-1669860000,1.72,4214123381,4615559033,16376346520,115.1,21,94.95,61,20.15,0.71,0.05,115.1,21,102.08,19,13.02,0.56,0.05,110.89,11,104.08,13,6.81,0.77,0.01,137.8,173,152,94.95,61,0,42.85,0.34,0.26,0.1,0.3,0.47,0.65,0.03,3.87,0.01,0.22,63.41,283.87,73.37,-0.09,0.0,33.82,30.03,3.51,3.91,0.04,0.05,0.03,0.01,0.04,-0.02,-0.1,0.02,-0.06,0.01,7.72,2.34,6.15,-1.57,3.98,-2.17,2.28,-1.94,-1.7,-0.79,-4.45,-2.7,0.24,-0.16,0.24,0.26,0.55,-3.9,0.02,1.02,0.83,0.06,0.08,0.07,-0.03,-0.17,-0.13,-0.12,-0.14,0.04,0.06,-0.31,0.02,-0.01,-0.09,-0.01,0.01,0.05,0.03,-0.05,0.04,0.02,-0.06,-0.02,-0.1,-0.08,0,1,3,0,0,102.78,2,0.0,-14.26
2023-10-31,JNPR,26.92,0.16,1,25.61,30.2,28.55,29.88,27.39,0.71,25.62,26.36,27.92,28.3,29.41,30.86,29.73,31.26,32.79,31.69,10,288500000,1397800000,810400000,76100000,-70000000,26.65,26.82,4203844,100.38,technology,162400000,31,8592864000,1679200000,31,-4800000.0,1243500000,435700000,0.55,1389793269,1406999892,9028564000,31.69,111,24.87,5,6.82,0.3,0.18,28.56,4,24.87,5,3.69,0.56,0.06,28.56,4,24.87,5,3.69,0.56,0.06,34.53,211,100,24.87,5,0,9.66,0.21,0.28,0.12,0.38,0.71,0.54,0.2,6.15,0.01,0.16,49.3,302.74,49.25,0.05,-0.92,55.59,11.14,6.46,6.11,-0.04,-0.02,-0.06,0.05,-0.06,-0.04,-0.08,-0.1,-0.14,0.03,5.2,1.12,-1.0,-6.2,-0.69,0.31,-0.83,0.09,-0.14,-0.98,-0.56,-0.72,0.41,-0.04,0.41,-6.2,0.45,-0.16,0.05,1.05,0.91,-0.04,-0.05,-0.08,-0.13,-0.09,-0.14,-0.18,-0.15,-0.08,-0.09,-0.13,-0.01,-0.04,-0.05,-0.01,0.05,-0.02,-0.06,-0.1,-0.06,-0.1,-0.14,-0.04,-0.08,-0.04,0,1,1,0,0,104.69,1,-0.0,-19.19
2023-10-31,PHM,73.59,0.13,1,71.49,65.27,77.41,68.62,75.29,1.11,72.05,73.02,74.73,79.21,81.87,76.39,67.29,63.81,56.62,43.74,10,0,4003533000,1181159000,638775000,-35361000,72.73,73.18,2400128,100.57,consumer cyclical,849895000,31,15777622410,2406771000,31,16729000.0,1848451000,558320000,2.83,4054059351,4466886652,16335942410,86.16,82,68.8,7,17.36,0.28,0.17,76.7,20,68.8,7,7.9,0.61,0.04,73.93,0,68.8,7,5.13,0.93,0.0,86.16,82,0,52.24,232,225,33.92,0.63,0.17,0.21,0.23,0.51,0.46,0.15,3.94,0.01,0.13,25.99,193.1,49.0,0.04,-0.06,19.22,13.83,4.08,3.53,-0.41,-0.02,-0.05,0.03,-0.05,-0.03,0.1,-0.08,0.04,0.02,6.16,1.14,-1.14,-7.3,-2.81,-1.67,-2.76,-0.81,0.05,-0.7,1.26,1.63,0.68,-0.15,0.09,-6.4,-0.59,2.94,0.02,1.02,1.09,-0.02,-0.07,-0.1,-0.04,0.09,0.15,0.3,0.68,-0.04,-0.09,-0.6,-0.06,-0.03,0.07,0.46,0.03,-0.02,-0.05,0.07,-0.05,-0.08,0.04,-0.03,0.1,0.13,1,0,2,0,0,63.04,1,-0.0,63.44
2021-02-01,ELV,292.56,1.53,1,308.91,280.64,301.62,287.32,315.72,12.06,324.93,328.94,311.18,314.16,292.6,257.47,278.21,269.5,263.11,282.1,2,0,31824000000,7736000000,551000000,-234000000,298.97,296.39,1689275,98.71,healthcare,1092000000,32,71677200000,20035000000,32,6932000000.0,5741000000,14294000000,2.53,30902512789,32971291882,85971200000,340.98,21,264.44,122,76.54,0.37,0.17,340.98,21,288.01,5,52.97,0.09,0.17,330.87,13,288.01,5,42.86,0.11,0.13,340.98,21,0,244.1,130,8,96.88,0.5,0.17,0.03,0.55,0.79,0.69,0.28,2.25,-0.02,1.53,115.55,75.37,33.46,0.2,-0.42,78.73,11.11,2.7,2.17,-0.08,-0.07,-0.03,-0.05,-0.02,0.05,0.1,0.02,0.08,0.04,-129.48,-72.76,-18.62,110.86,-10.8,7.82,-0.01,9.3,10.79,8.77,2.87,3.84,0.23,-2.31,0.37,5.95,0.72,-1.0,-0.1,0.9,1.05,-0.06,-0.07,-0.0,0.14,0.05,0.09,0.11,0.04,0.04,0.03,0.29,-0.01,0.07,0.14,-0.04,-0.05,-0.07,-0.03,0.02,-0.02,0.02,0.08,0.05,0.1,0.05,1,0,1,0,0,70.19,5,-0.0,9.5
2021-02-01,RJF,68.28,0.25,1,67.21,51.85,57.79,52.38,64.08,1.63,68.43,67.1,62.8,60.72,52.18,47.57,50.37,47.43,46.6,62.87,2,0,2194000000,2137000000,312000000,-55000000,66.99,67.72,1435524,100.82,financial services,460000000,32,14113476000,2907000000,32,0.0,5377000000,-2470000000,1.12,2085471152,2292904500,11643476000,70.12,20,47.52,122,22.6,0.92,0.03,70.12,20,62.02,28,8.1,0.77,0.03,69.67,13,62.94,5,6.73,0.79,0.02,70.12,20,0,43.32,207,85,26.8,0.93,0.03,0.21,0.3,0.84,0.36,0.21,6.43,0.02,0.25,60.84,238.82,37.13,-0.18,-0.18,25.31,5.45,5.31,6.16,-0.28,0.07,0.18,0.02,0.05,0.11,0.22,0.16,0.28,0.02,-0.6,2.36,5.48,6.08,3.78,-1.7,5.37,-0.06,1.59,5.18,3.58,3.48,0.17,-0.09,0.12,-1.11,0.45,0.04,-0.0,1.0,1.36,0.09,0.12,0.31,0.44,0.36,0.44,0.47,0.09,0.09,0.13,-0.29,0.03,0.16,0.1,-0.25,0.02,0.07,0.18,0.3,0.05,0.16,0.28,0.11,0.22,0.1,1,0,4,1,0,82.6,1,0.01,6.9
2021-02-01,CAH,54.48,0.08,0,54.94,51.48,51.78,52.08,54.56,0.53,55.28,55.13,53.87,53.46,47.44,46.78,50.42,56.12,52.45,57.11,2,0,41541000000,1776000000,629000000,-143000000,53.93,54.28,1593100,100.37,healthcare,672000000,32,15908160000,6733000000,32,12000000.0,3737000000,2996000000,1.44,41413466040,40059605972,18904160000,59.19,77,44.92,95,14.27,0.67,0.09,56.99,24,51.93,27,5.06,0.5,0.05,56.32,4,53.15,11,3.17,0.42,0.03,59.46,238,161,44.65,130,35,14.81,0.66,0.09,0.02,0.34,0.96,0.35,0.42,0.38,0.01,0.08,37.76,487.82,1273.85,0.19,-0.23,28.13,10.64,0.46,0.4,0.01,-0.0,0.05,-0.01,0.01,0.05,0.05,0.06,0.05,0.01,-3.2,-1.3,0.61,3.81,0.51,-0.1,2.35,0.87,1.84,1.92,0.81,-0.27,0.1,-0.02,0.08,-6.25,0.2,0.22,-0.01,0.99,1.08,0.01,0.02,0.15,0.16,0.08,-0.03,0.04,-0.05,0.03,0.03,-0.23,0.01,0.13,0.01,-0.02,-0.01,-0.0,0.05,0.05,0.01,0.06,0.05,0.05,0.05,-0.01,1,0,2,0,0,141.09,1,0.0,-3.8
2021-02-01,BBY,107.69,1.02,1,112.41,94.68,110.89,100.06,108.23,2.34,113.37,108.93,102.11,115.45,115.9,108.03,112.68,96.19,84.84,85.7,2,0,16937000000,3543000000,816000000,-142000000,109.45,108.2,2706900,99.53,consumer cyclical,1373000000,2,27256339000,4082000000,2,0.0,5494000000,-1412000000,1.71,10999431288,17198493955,25844339000,124.89,88,98.66,28,26.23,0.34,0.16,117.98,7,98.66,28,19.32,0.47,0.1,117.98,7,105.66,0,12.32,0.16,0.1,124.89,88,0,75.23,231,203,49.66,0.65,0.16,0.08,0.39,0.53,0.74,0.15,1.61,-0.02,1.02,62.83,61.37,38.14,-0.05,-0.17,18.82,7.29,1.53,1.58,-0.02,-0.0,-0.03,-0.04,0.04,-0.02,0.08,0.01,0.12,0.02,-22.72,-2.48,5.58,28.3,-3.88,-9.46,-2.74,-4.16,1.14,-0.09,-1.0,1.92,0.32,-0.2,0.14,-5.07,-2.44,31.2,-0.05,0.95,0.96,0.05,-0.07,-0.07,-0.0,-0.04,0.12,0.27,0.26,0.11,-0.02,-7.12,-0.12,-0.0,0.07,0.12,-0.04,-0.0,-0.03,0.08,0.04,0.01,0.12,-0.02,0.08,0.11,1,0,1,0,0,37.58,3,-0.0,31.17
2021-02-01,TGT,183.57,0.59,1,186.41,141.14,168.69,146.55,180.12,4.31,193.38,191.56,173.77,174.72,158.87,153.95,152.18,122.93,119.58,113.19,2,0,28339000000,7854000000,1380000000,-341000000,182.18,182.61,2637302,100.53,consumer defensive,2473000000,2,91528002000,14898000000,2,570000000.0,8511000000,6387000000,1.6,20828706149,27361490899,97915002000,199.96,19,150.8,94,49.16,0.67,0.09,199.96,19,174.12,28,25.84,0.37,0.09,194.75,13,176.82,5,17.93,0.38,0.06,199.96,19,0,114.81,234,140,85.15,0.81,0.09,0.09,0.3,0.58,0.53,0.16,3.23,0.01,0.59,114.6,195.46,60.52,0.07,-0.25,39.59,12.47,3.46,3.35,0.12,0.02,0.09,-0.02,0.03,0.07,0.23,0.11,0.27,0.02,-39.24,-15.98,9.8,49.04,4.42,-5.37,8.23,-0.78,3.81,7.41,6.28,10.11,0.35,-0.86,0.29,-5.0,1.21,0.11,-0.05,0.95,1.21,0.06,0.05,0.16,0.19,0.21,0.49,0.54,0.62,0.11,0.11,0.06,-0.01,0.1,0.03,0.09,-0.02,0.02,0.09,0.25,0.03,0.11,0.27,0.07,0.23,0.15,1,0,3,0,0,90.53,5,0.0,64.69
2022-04-26,JBHT,172.01,0.21,0,171.69,183.08,194.42,186.77,191.62,1.7,171.78,179.42,209.94,190.55,200.37,196.1,198.25,189.63,170.46,172.2,4,0,3488588000,549428000,243325000,-41940000,174.98,173.67,1242700,99.05,industrials,483057000,26,17856898727,1296842000,26,122688000.0,144529000,1152313000,1.94,3294502125,3595167426,19009211727,218.18,41,165.41,20,52.77,0.13,0.27,211.92,28,165.41,20,46.51,0.14,0.23,176.6,0,167.77,1,8.83,0.48,0.03,218.18,41,0,163.74,207,187,54.44,0.15,0.27,0.14,0.85,0.97,0.88,0.07,5.12,-0.02,0.21,88.54,418.04,81.67,0.06,-0.17,39.35,34.6,5.45,4.97,-0.15,-0.1,-0.12,0.0,-0.1,-0.01,0.03,-0.12,-0.08,0.01,0.92,-14.82,-37.93,-38.85,-9.27,28.66,-9.45,14.24,-0.18,-6.02,-5.25,-2.94,0.33,-1.13,0.04,-1.02,3.09,0.57,0.0,1.0,0.87,-0.18,-0.1,-0.14,-0.12,-0.13,-0.09,0.01,-0.0,-0.18,-0.1,0.85,0.1,-0.05,0.02,0.1,0.0,-0.1,-0.12,-0.08,-0.1,-0.12,-0.08,-0.01,0.03,0.04,1,0,1,0,0,145.13,2,-0.0,-0.3
