date,symbol,price,ratio,to_buy,sma_10d,sma_50w,sma_100d,sma_200d,sma_50d,other_expenses,NetProfitMargin,ebitdaMargin,eps,costOfRevenue,netIncome,revenues,revenues_lag_days,pe_ratio,cost_revenue_ratio
2022-11-25,KR,49.04,1.03,0,47.79,49.2,46.87,49.81,45.79,685000000,0.012,0.049,0.55,26890000000,398000000,34198000000,20,89.16363636363636,0.79
2022-11-25,CAH,78.95,0.42,0,76.82,60.46,67.85,61.89,72.51,71000000,0.002,0.01,0.41,47989000000,110000000,49603000000,56,192.56097560975613,0.97
2022-11-25,PSX,110.78,1.16,0,110.19,88.9,91.72,90.34,96.8,1745000000,0.12,0.173,11.2,39076000000,5391000000,44955000000,56,9.89107142857143,0.87
2022-11-25,VLO,138.4,1.18,0,137.81,106.74,116.69,112.29,121.85,6000000,0.063,0.087,7.22,40442000000,2817000000,44454000000,56,19.168975069252078,0.91
2023-02-01,AAL,16.69,0.83,0,16.29,14.97,13.96,14.66,14.41,1385000000,0.061,0.117,1.23,9933000000,803000000,13189000000,32,13.569105691056912,0.75
2023-02-01,KSS,33.2,0.61,0,31.76,37.43,28.5,33.59,28.72,200000000,-0.045,-0.017,-2.48,4444000000,-273000000,6019000000,4,-13.38709677419355,0.74
2023-02-01,NRG,34.6,1.01,0,33.13,39.09,38.49,39.38,34.54,57000000,-0.139,-0.135,-4.77,8827000000,-1095000000,7855000000,32,-7.253668763102726,1.12
2023-02-01,WBA,37.18,0.96,0,36.44,39.74,36.75,38.64,38.57,6323000000,-0.111,0.02,-4.31,26429000000,-3721000000,33382000000,63,-8.62645011600928,0.79
2023-02-01,DELL,41.23,1.19,1,40.5,43.73,39.36,42.46,41.29,0,0.01,0.092,0.34,19014000000,245000000,24721000000,96,121.26470588235293,0.77
2023-02-01,CNC,75.14,1.16,0,75.76,83.81,80.82,83.81,80.75,352000000,-0.006,0.018,-0.39,31714000000,-219000000,35561000000,32,-192.66666666666666,0.89
2023-02-01,PSX,97.99,1.13,0,105.9,93.2,99.4,94.89,104.4,1858000000,0.047,0.017,3.99,35648000000,1884000000,40279000000,32,24.55889724310777,0.89
2022-01-18,KR,48.59,1.12,1,47.94,40.13,42.9,41.0,44.35,-77000000,0.015,0.05,0.64,24959000000,483000000,31860000000,73,75.921875,0.78
2022-01-18,CAH,52.59,0.32,1,52.6,54.03,50.2,53.74,49.97,13000000,0.001,0.012,0.17,43841000000,49000000,45457000000,18,309.3529411764706,0.96
2022-01-18,MPC,74.55,1.19,1,71.58,60.11,63.75,60.79,65.11,956000000,0.022,0.068,1.28,32184000000,774000000,35438000000,18,58.2421875,0.91
2022-01-18,VLO,85.64,0.97,1,82.13,73.52,73.18,73.27,74.24,-163000000,0.028,0.04,2.47,34005000000,1009000000,35903000000,18,34.67206477732793,0.95
2022-01-18,MCK,252.54,0.54,1,251.37,204.52,219.09,206.94,233.53,20000000,-0.0,0.008,-0.05,65186000000,-7000000,68614000000,18,-5466.233766233766,0.95
2023-05-04,HBI,4.36,1.1,1,4.91,7.74,5.96,7.19,5.13,-14771000,-0.025,0.048,-0.1,939717000,-34404000,1389410000,33,-44.39918533604889,0.68
2023-05-04,F,11.56,1.12,1,11.8,12.95,12.39,13.12,12.13,-73000000,0.042,0.1,0.44,36855000000,1757000000,41474000000,34,26.272727272727273,0.89
2023-05-04,LNC,19.35,0.86,1,20.78,38.55,27.85,36.72,23.43,-4901000000,-0.231,-0.285,-5.2,0,-881000000,3814000000,34,-3.7211538461538463,0.0
2023-05-04,KSS,19.58,0.6,1,21.54,29.34,26.53,27.89,23.77,188000000,-0.02,0.08,-0.64,2047000000,-70000000,3571000000,5,-30.593749999999996,0.57
2023-05-04,WBA,31.55,0.78,0,34.24,37.06,35.94,36.46,34.56,25000000,0.02,0.022,0.81,27807000000,703000000,34862000000,65,38.95061728395061,0.8
2023-05-04,GM,31.69,1.1,1,32.95,36.62,36.63,37.1,35.51,2613000000,0.06,0.146,1.7,34859000000,2395000000,39985000000,34,18.641176470588235,0.87
2023-05-04,KR,48.28,0.99,0,48.49,46.99,46.19,46.53,47.52,706000000,0.013,0.048,0.62,27247000000,451000000,34823000000,96,77.87096774193549,0.78
2023-05-04,CNC,67.22,0.95,0,68.0,79.31,71.86,78.85,66.51,325000000,0.029,0.041,2.05,34315000000,1130000000,38889000000,34,32.79024390243902,0.88
2023-05-04,CVS,68.79,1.04,0,72.33,91.11,83.51,90.95,76.19,395000000,0.025,0.053,1.66,71903000000,2136000000,84944000000,34,41.439759036144586,0.85
2021-07-12,KR,38.31,0.69,1,38.25,34.92,36.82,34.82,37.87,18000000,0.003,0.045,0.18,31947000000,140000000,41298000000,51,212.83333333333334,0.77
2021-07-12,CAH,57.44,0.39,0,57.28,54.44,57.63,55.02,57.39,16000000,0.003,0.01,0.4,41111000000,116000000,42586000000,12,143.6,0.97
2021-10-14,KR,39.12,0.92,1,39.52,36.9,40.8,38.0,42.67,15000000,0.015,0.052,0.62,24914000000,467000000,31682000000,61,63.096774193548384,0.79
2021-10-14,CAH,48.63,0.31,0,48.82,55.31,54.47,55.58,51.3,4000000,0.006,0.014,0.94,42326000000,271000000,43968000000,14,51.73404255319149,0.96
2021-10-14,PSX,82.16,1.2,0,79.42,75.94,77.24,78.36,71.47,238000000,0.013,0.075,0.91,27890000000,402000000,30243000000,14,90.28571428571428,0.92
2021-10-14,MCK,203.06,0.46,1,200.04,189.62,197.88,192.22,201.76,139000000,0.004,0.015,1.73,63224000000,267000000,66576000000,14,117.37572254335261,0.95
2022-11-21,AAL,13.85,0.67,1,14.33,15.53,13.84,15.25,13.5,1399000000,0.036,0.086,0.69,10638000000,483000000,13462000000,52,20.07246376811594,0.79
2022-11-21,KSS,30.93,0.8,0,30.31,42.22,28.99,40.79,28.29,202000000,0.023,0.094,0.82,2541000000,97000000,4277000000,23,37.71951219512195,0.59
2022-11-21,WBA,40.59,1.08,0,39.7,42.26,36.58,40.6,35.08,1825000000,-0.013,0.046,-0.48,26038000000,-415000000,32449000000,82,-84.56250000000001,0.8
2022-11-21,DELL,41.07,1.19,0,41.48,47.01,40.6,45.29,37.49,0,0.01,0.092,0.34,19014000000,245000000,24721000000,24,120.79411764705881,0.77
2022-11-21,NRG,41.16,1.11,0,43.24,40.51,40.86,40.35,42.35,197000000,0.008,0.043,0.29,7802000000,67000000,8510000000,52,141.9310344827586,0.92
2022-11-21,UAL,43.43,1.1,1,43.54,41.34,38.21,40.83,38.74,1790000000,0.073,0.122,2.88,9127000000,942000000,12877000000,52,15.07986111111111,0.71
2022-11-21,KR,48.12,1.01,0,47.62,49.2,46.84,49.76,45.81,685000000,0.012,0.049,0.55,26890000000,398000000,34198000000,16,87.49090909090908,0.79
2022-11-21,CAH,77.72,0.41,0,77.02,60.46,67.07,61.52,71.78,71000000,0.002,0.01,0.41,47989000000,110000000,49603000000,52,189.5609756097561,0.97
2022-11-21,PSX,109.03,1.14,0,108.35,88.9,90.82,90.01,95.2,1745000000,0.12,0.173,11.2,39076000000,5391000000,44955000000,52,9.73482142857143,0.87
2022-11-21,VLO,135.96,1.16,0,135.12,106.74,115.63,111.52,119.98,6000000,0.063,0.087,7.22,40442000000,2817000000,44454000000,52,18.831024930747922,0.91
2021-05-26,NRG,32.84,0.99,1,33.8,35.22,38.36,35.59,36.24,22000000,-0.01,0.04,-0.33,6864000000,-82000000,8091000000,56,-99.51515151515152,0.85
2021-05-26,KR,36.39,0.66,1,36.74,34.2,35.31,34.27,36.93,18000000,0.003,0.045,0.18,31947000000,140000000,41298000000,4,202.16666666666669,0.77
2021-05-26,CAH,56.08,0.41,0,56.38,53.81,56.73,53.86,59.3,12000000,0.003,0.02,0.41,37463000000,119000000,39275000000,56,136.78048780487805,0.95
2021-06-04,NRG,33.9,1.03,1,33.11,35.21,38.07,35.52,35.86,22000000,-0.01,0.04,-0.33,6864000000,-82000000,8091000000,65,-102.72727272727272,0.85
2021-06-04,KR,38.61,0.7,1,37.16,34.33,35.65,34.35,37.16,18000000,0.003,0.045,0.18,31947000000,140000000,41298000000,13,214.5,0.77
2021-06-04,CAH,56.56,0.42,0,56.25,53.87,56.81,53.96,59.02,12000000,0.003,0.02,0.41,37463000000,119000000,39275000000,65,137.95121951219514,0.95
2021-06-04,MCK,194.94,0.51,0,195.14,171.8,187.8,175.25,193.95,71000000,0.011,0.019,4.19,55845000000,666000000,59142000000,65,46.52505966587112,0.94
2022-02-23,KR,44.53,0.97,1,45.36,41.26,43.5,42.02,45.73,657000000,0.017,0.053,0.78,25718000000,566000000,33048000000,25,57.08974358974359,0.78
2022-02-23,WBA,45.46,1.16,0,47.61,50.21,49.26,49.71,50.62,-204000000,0.106,0.047,4.13,26326000000,3580000000,33901000000,85,11.00726392251816,0.78
2022-02-23,KSS,53.25,1.04,1,58.18,54.29,52.56,53.39,53.45,207000000,0.046,0.101,2.23,4155000000,299000000,6499000000,25,23.878923766816143,0.64
2022-02-23,PSX,83.98,1.16,1,87.95,78.95,79.28,78.58,81.87,150000000,0.039,0.071,2.89,29814000000,1273000000,32604000000,54,29.058823529411764,0.91
2022-02-23,VLO,86.35,0.98,1,88.3,74.66,78.03,74.76,80.67,-163000000,0.028,0.04,2.47,34005000000,1009000000,35903000000,54,34.95951417004048,0.95
2019-12-06,F,9.02,0.97,0,8.99,9.22,9.11,9.36,8.89,95000000,0.011,0.066,0.11,32282000000,425000000,36990000000,67,82.0,0.87
2019-12-06,DELL,23.87,0.77,0,25.22,27.47,26.32,28.2,26.24,0,0.022,0.102,0.69,15718000000,499000000,22844000000,35,34.594202898550726,0.69
2019-12-06,AAL,27.72,1.01,0,28.21,31.1,28.5,30.45,28.54,-1000000,0.036,0.09,0.96,9115000000,425000000,11911000000,67,28.880208333333336,0.77
2019-12-06,CAH,54.87,0.43,0,54.96,48.2,48.23,47.74,51.29,-14000000,-0.132,0.018,-16.65,35662000000,-4922000000,37341000000,67,-3.2954954954954956,0.96
2019-12-06,MCK,142.27,0.44,1,145.38,132.37,142.05,133.62,141.67,-78000000,-0.013,-0.011,-4.0,54749000000,-730000000,57616000000,67,-35.5675,0.95
2023-11-03,HBI,4.48,1.04,0,4.28,5.24,4.63,4.95,4.34,-9111000,-0.026,0.056,-0.11,1040995000,-38799000,1511306000,34,-40.727272727272734,0.69
2023-11-03,F,10.56,0.96,1,10.58,12.56,12.76,12.57,11.85,-67000000,0.027,0.132,0.3,37548000000,1199000000,43801000000,34,35.2,0.86
2023-11-03,WBA,22.11,0.54,1,21.43,31.45,25.94,30.03,22.28,1387000000,-0.005,0.044,-0.21,28947000000,-180000000,35422000000,64,-105.28571428571429,0.82
2023-11-03,LNC,24.56,0.99,1,22.01,26.47,25.15,25.25,24.09,1131000000,0.203,0.243,4.83,4312000000,853000000,4203000000,34,5.0848861283643885,1.03
2023-11-03,GM,29.77,0.88,1,28.47,35.41,34.31,35.18,31.43,2932000000,0.069,0.068,2.21,35842000000,3064000000,44131000000,34,13.470588235294118,0.81
2023-11-03,UAL,37.51,0.85,1,35.21,46.52,47.77,47.4,42.02,12000000,0.079,0.139,3.47,10042000000,1138000000,14484000000,34,10.80979827089337,0.69
2023-11-03,KR,45.37,0.96,0,44.69,46.52,46.32,46.61,45.13,8000000,-0.005,0.011,-0.25,26475000000,-180000000,33853000000,83,-181.48,0.78
2023-11-03,CAH,100.21,0.45,0,93.25,84.04,90.96,84.92,90.13,2000000,0.0,0.012,0.02,52995000000,5000000,54763000000,34,4985.572139303482,0.97
2022-05-19,GPS,11.19,1.18,0,12.08,20.84,15.01,19.08,13.51,1293000000,-0.047,-0.019,-0.44,2381000000,-162000000,3477000000,19,-25.43181818181818,0.68
2022-05-19,WMT,39.69,0.77,1,47.14,47.88,48.14,48.15,49.7,-1998000000,0.015,0.043,0.25,106847000000,2054000000,141569000000,19,158.76,0.75
2022-05-19,WBA,40.61,1.04,0,43.21,48.12,47.57,48.04,45.13,-229000000,0.026,0.046,1.02,26047000000,883000000,33756000000,80,39.81372549019608,0.77
2022-05-19,DELL,41.1,1.16,1,44.56,52.36,52.77,53.17,48.61,0,0.041,0.084,1.42,20332000000,1072000000,26116000000,20,28.943661971830988,0.78
2022-05-19,CAH,55.83,0.34,1,56.21,53.7,55.4,52.74,58.2,79000000,-0.031,0.014,-5.05,43154000000,-1390000000,44836000000,49,-11.055445544554455,0.96
2022-09-07,GPS,9.61,0.91,1,9.53,14.73,10.42,13.34,9.46,0,-0.013,0.027,-0.13,2527000000,-49000000,3857000000,39,-73.92307692307692,0.66
2022-09-07,AAL,13.89,0.72,0,13.5,16.84,15.41,16.36,14.11,25000000,0.035,0.08,0.73,10517000000,476000000,13422000000,69,19.027397260273975,0.78
2022-09-07,KSS,29.61,0.85,0,29.03,47.23,39.0,47.05,30.03,0,0.035,0.122,1.13,2538000000,143000000,4087000000,39,26.203539823008853,0.62
2022-09-07,WBA,36.08,0.96,1,35.77,44.95,40.62,44.59,38.3,1825000000,-0.013,0.046,-0.48,26038000000,-415000000,32449000000,7,-75.16666666666667,0.8
2022-09-07,DELL,37.98,1.05,1,40.52,50.88,45.64,50.45,44.18,0,0.019,0.065,0.69,20986000000,511000000,26425000000,40,55.04347826086956,0.79
2022-09-07,KR,49.82,1.03,0,48.65,48.22,50.17,49.49,47.74,0,0.021,0.057,1.01,28076000000,724000000,34638000000,25,49.32673267326733,0.81
2022-09-07,CAH,70.97,0.41,1,69.85,55.25,58.94,55.86,61.35,87000000,0.003,0.011,0.51,45498000000,138000000,47103000000,69,139.15686274509804,0.97
2022-09-07,VLO,112.62,0.85,1,117.58,96.53,116.45,99.94,111.12,15000000,0.091,0.133,11.62,45174000000,4693000000,51641000000,69,9.691910499139416,0.87
2022-01-31,AAL,16.47,1.13,1,16.53,20.49,19.05,20.24,17.84,1211000000,-0.099,-0.077,-1.44,8663000000,-931000000,9427000000,31,-11.4375,0.92
2022-01-31,KR,43.59,0.95,1,46.1,40.54,42.88,41.39,45.04,657000000,0.017,0.053,0.78,25718000000,566000000,33048000000,2,55.88461538461539,0.78
2022-01-31,CAH,51.57,0.31,1,51.57,54.04,50.09,53.34,50.23,13000000,0.001,0.012,0.17,43841000000,49000000,45457000000,31,303.35294117647055,0.96
2022-01-31,KSS,59.71,1.17,0,56.24,54.25,51.66,53.48,51.69,207000000,0.046,0.101,2.23,4155000000,299000000,6499000000,2,26.77578475336323,0.64
2022-01-31,VLO,82.97,0.94,1,81.8,74.16,74.62,73.68,75.02,-163000000,0.028,0.04,2.47,34005000000,1009000000,35903000000,31,33.5910931174089,0.95
2022-02-09,KR,45.15,0.99,1,44.59,40.82,43.05,41.65,45.38,657000000,0.017,0.053,0.78,25718000000,566000000,33048000000,11,57.88461538461538,0.78
2022-02-09,CAH,53.97,0.33,1,52.36,54.06,50.07,53.04,50.79,13000000,0.001,0.012,0.17,43841000000,49000000,45457000000,40,317.4705882352941,0.96
2021-11-12,CAH,51.44,0.33,0,49.72,54.97,52.76,54.96,50.17,4000000,0.006,0.014,0.94,42326000000,271000000,43968000000,43,54.72340425531915,0.96
2021-11-12,MCK,224.83,0.51,1,220.3,192.82,202.14,195.57,206.95,139000000,0.004,0.015,1.73,63224000000,267000000,66576000000,43,129.95953757225433,0.95
2023-08-28,GPS,10.41,1.09,1,10.09,10.82,9.27,10.89,9.67,0,0.033,0.067,0.32,2215000000,117000000,3548000000,30,32.53125,0.62
2023-08-28,F,11.9,1.06,0,11.89,12.74,12.93,12.84,13.57,-16000000,0.043,0.146,0.48,37471000000,1917000000,44954000000,59,24.791666666666668,0.83
2023-08-28,AAL,14.73,0.69,0,14.97,14.85,15.45,15.16,16.67,1495000000,0.095,0.164,2.05,9908000000,1338000000,14055000000,59,7.185365853658538,0.7
2023-08-28,WBA,25.17,0.61,0,26.58,33.84,31.09,34.1,29.33,364000000,0.003,0.014,0.14,28826000000,118000000,35415000000,89,179.78571428571428,0.81
2023-08-28,GM,33.12,1.02,0,33.09,36.37,35.48,36.64,37.0,2768000000,0.057,0.138,1.83,39400000000,2566000000,44747000000,59,18.098360655737704,0.88
2023-08-28,KR,46.63,0.99,0,47.03,46.55,47.7,46.92,47.52,8000000,-0.005,0.011,-0.25,26475000000,-180000000,33853000000,16,-186.52,0.78
2023-08-28,UAL,49.19,1.14,0,49.77,46.22,49.7,47.68,53.34,2017000000,0.076,0.184,3.28,9298000000,1075000000,14178000000,59,14.996951219512196,0.66
2023-08-28,CNC,64.02,0.92,1,63.95,71.77,66.63,70.95,66.42,3197000000,0.028,0.031,1.93,30224000000,1058000000,37608000000,59,33.170984455958546,0.8
2022-09-15,GPS,9.0,0.85,1,9.45,14.44,10.15,13.0,9.57,0,-0.013,0.027,-0.13,2527000000,-49000000,3857000000,47,-69.23076923076923,0.66
2022-09-15,AAL,14.27,0.74,0,13.76,16.68,15.08,16.21,14.2,25000000,0.035,0.08,0.73,10517000000,476000000,13422000000,77,19.54794520547945,0.78
2022-09-15,KSS,28.68,0.83,0,29.4,46.83,37.18,46.27,29.71,0,0.035,0.122,1.13,2538000000,143000000,4087000000,47,25.38053097345133,0.62
2022-09-15,UAL,38.9,1.05,1,37.82,42.76,40.42,41.97,37.77,1642000000,0.027,0.083,1.01,9087000000,329000000,12112000000,77,38.51485148514851,0.75
2022-09-15,KR,47.88,0.99,0,49.24,48.38,49.67,49.71,47.95,0,0.021,0.057,1.01,28076000000,724000000,34638000000,33,47.40594059405941,0.81
2022-09-15,CAH,66.39,0.38,1,69.23,55.59,59.26,56.46,63.19,87000000,0.003,0.011,0.51,45498000000,138000000,47103000000,77,130.1764705882353,0.97
2022-09-15,VLO,105.16,0.79,1,111.54,97.14,116.71,101.16,111.54,15000000,0.091,0.133,11.62,45174000000,4693000000,51641000000,77,9.049913941480208,0.87
2021-09-23,KR,40.18,0.94,1,41.14,36.54,40.38,37.35,42.84,15000000,0.015,0.052,0.62,24914000000,467000000,31682000000,40,64.80645161290323,0.79
2021-09-23,CAH,51.36,0.35,0,52.12,55.25,55.64,55.94,54.04,16000000,0.003,0.01,0.4,41111000000,116000000,42586000000,85,128.39999999999998,0.97
2021-09-23,CNC,62.6,1.18,1,62.43,65.32,68.86,65.4,65.92,188000000,-0.017,0.033,-0.92,27732000000,-535000000,31025000000,85,-68.04347826086956,0.89
2021-09-23,VLO,67.17,0.99,1,65.06,65.84,71.97,69.48,65.08,102000000,0.006,0.043,0.39,27051000000,162000000,27748000000,85,172.23076923076923,0.97
2021-09-23,MCK,202.68,0.5,1,204.52,186.74,197.24,190.18,201.37,43000000,0.008,0.017,3.11,59642000000,486000000,62674000000,85,65.17041800643088,0.95
2021-11-24,KR,42.54,0.98,1,42.04,38.04,41.6,39.13,40.64,-77000000,0.015,0.05,0.64,24959000000,483000000,31860000000,18,66.46875,0.78
2021-11-24,WBA,46.62,1.18,1,48.12,49.42,48.22,50.37,48.26,588000000,0.018,0.051,0.41,26758000000,627000000,34262000000,85,113.70731707317073,0.78
2021-11-24,PSX,73.87,1.08,1,74.92,77.55,74.29,79.23,76.04,238000000,0.013,0.075,0.91,27890000000,402000000,30243000000,55,81.17582417582418,0.92
2021-11-24,MCK,226.02,0.51,1,223.49,194.56,204.71,197.19,209.82,139000000,0.004,0.015,1.73,63224000000,267000000,66576000000,55,130.64739884393063,0.95
2022-09-21,GPS,9.12,0.86,1,9.42,14.15,10.02,12.86,9.61,0,-0.013,0.027,-0.13,2527000000,-49000000,3857000000,53,-70.15384615384615,0.66
2022-09-21,AAL,13.23,0.69,1,13.98,16.52,14.86,16.15,14.18,25000000,0.035,0.08,0.73,10517000000,476000000,13422000000,83,18.123287671232877,0.78
2022-09-21,KSS,27.9,0.81,1,29.21,46.44,35.96,45.85,29.69,0,0.035,0.122,1.13,2538000000,143000000,4087000000,53,24.690265486725664,0.62
2022-09-21,WBA,33.43,0.89,1,34.84,44.41,39.57,44.03,37.55,1825000000,-0.013,0.046,-0.48,26038000000,-415000000,32449000000,21,-69.64583333333333,0.8
2022-09-21,UAL,36.12,0.97,1,38.3,42.43,39.9,41.91,37.85,1642000000,0.027,0.083,1.01,9087000000,329000000,12112000000,83,35.76237623762376,0.75
2022-09-21,DELL,36.78,1.01,1,38.22,50.22,44.72,49.54,42.99,0,0.019,0.065,0.69,20986000000,511000000,26425000000,54,53.30434782608696,0.79
2022-09-21,LRCX,39.87,1.18,1,42.14,53.39,46.21,52.35,46.09,-120448000,0.262,0.337,0.88,2530252000,1208934000,4617248000,87,45.513698630136986,0.55
2022-09-21,KR,45.27,0.94,0,48.4,48.49,49.31,49.79,47.84,0,0.021,0.057,1.01,28076000000,724000000,34638000000,39,44.82178217821782,0.81
2022-09-21,CAH,67.52,0.39,1,67.99,55.93,59.55,56.89,64.36,87000000,0.003,0.011,0.51,45498000000,138000000,47103000000,83,132.39215686274508,0.97
2022-09-21,VLO,105.53,0.8,1,108.77,97.58,116.62,101.9,111.46,15000000,0.091,0.133,11.62,45174000000,4693000000,51641000000,83,9.081755593803788,0.87
2022-09-16,AAL,13.75,0.71,0,13.84,16.68,15.02,16.19,14.19,25000000,0.035,0.08,0.73,10517000000,476000000,13422000000,78,18.835616438356166,0.78
2022-09-16,KSS,28.74,0.83,0,29.44,46.83,36.87,46.16,29.72,0,0.035,0.122,1.13,2538000000,143000000,4087000000,48,25.433628318584073,0.62
2022-09-16,WBA,34.27,0.91,1,35.35,44.7,39.89,44.2,37.78,1825000000,-0.013,0.046,-0.48,26038000000,-415000000,32449000000,16,-71.39583333333334,0.8
2022-09-16,DELL,37.96,1.05,1,38.37,50.57,45.01,49.84,43.33,0,0.019,0.065,0.69,20986000000,511000000,26425000000,49,55.014492753623195,0.79
2022-09-16,KR,47.28,0.98,0,49.11,48.38,49.58,49.73,47.92,0,0.021,0.057,1.01,28076000000,724000000,34638000000,34,46.81188118811881,0.81
2022-09-16,PSX,80.73,0.8,1,85.98,84.4,90.35,85.91,86.6,1549000000,0.065,0.095,6.56,43004000000,3167000000,48577000000,78,12.306402439024392,0.89
2022-09-16,VLO,104.46,0.79,1,110.93,97.14,116.75,101.35,111.5,15000000,0.091,0.133,11.62,45174000000,4693000000,51641000000,78,8.989672977624785,0.87
2023-06-16,HBI,4.69,1.18,1,4.63,6.94,5.17,6.24,4.55,-14771000,-0.025,0.048,-0.1,939717000,-34404000,1389410000,76,-47.759674134419555,0.68
2023-06-16,GPS,9.58,1.08,1,9.44,10.74,10.41,10.91,8.89,1224000000,-0.005,0.039,-0.05,2062000000,-18000000,3276000000,48,-191.6,0.63
2023-06-16,AAL,16.48,0.88,1,15.78,14.33,14.91,14.35,14.29,1460000000,0.001,0.046,0.02,9840000000,10000000,12189000000,77,1077.124183006536,0.81
2023-06-16,KSS,23.07,0.71,1,22.5,27.08,24.61,26.47,21.39,188000000,-0.02,0.08,-0.64,2047000000,-70000000,3571000000,48,-36.046875,0.57
2023-06-16,WBA,32.67,0.8,0,31.78,35.85,34.01,35.34,32.78,364000000,0.003,0.014,0.14,28826000000,118000000,35415000000,16,233.35714285714286,0.81
2023-06-16,NRG,34.12,1.02,1,33.96,36.65,33.62,36.28,33.78,190000000,-0.173,-0.172,-5.8,8778000000,-1335000000,7722000000,77,-5.882758620689655,1.14
2023-06-16,KR,46.17,0.73,0,46.22,46.69,46.96,46.55,47.85,957000000,0.021,0.058,1.33,35080000000,962000000,45165000000,27,34.714285714285715,0.78
2023-06-16,CNC,65.66,0.93,0,67.35,77.41,67.8,74.74,66.83,325000000,0.029,0.041,2.05,34315000000,1130000000,38889000000,77,32.02926829268293,0.88
2023-06-16,CVS,67.72,1.02,0,70.39,88.14,76.46,86.33,71.21,395000000,0.025,0.053,1.66,71903000000,2136000000,84944000000,77,40.795180722891565,0.85
2023-06-16,CAH,91.25,0.46,0,86.71,74.62,79.3,76.84,83.38,74000000,0.007,0.014,1.35,48702000000,345000000,50487000000,77,67.5925925925926,0.96
2023-06-16,VLO,114.21,1.12,1,112.22,121.8,125.11,124.03,115.65,10000000,0.084,0.114,8.28,32142000000,3067000000,36439000000,77,13.793478260869566,0.88
2019-12-13,F,9.23,0.99,0,9.05,9.25,9.06,9.36,8.91,95000000,0.011,0.066,0.11,32282000000,425000000,36990000000,74,83.9090909090909,0.87
2019-12-13,DELL,25.0,0.8,0,24.26,27.51,26.11,28.1,26.09,0,0.022,0.102,0.69,15718000000,499000000,22844000000,42,36.231884057971016,0.69
2019-12-13,AAL,27.48,1.0,0,27.43,31.02,28.18,30.25,28.64,-1000000,0.036,0.09,0.96,9115000000,425000000,11911000000,74,28.625,0.77
2019-12-13,KR,28.09,0.8,1,27.71,25.19,25.02,24.52,26.09,-1000000,0.009,0.037,0.32,21798000000,263000000,27974000000,34,87.78125,0.78
2019-12-13,CAH,53.66,0.42,0,54.38,48.38,48.7,47.75,52.03,-14000000,-0.132,0.018,-16.65,35662000000,-4922000000,37341000000,74,-3.222822822822823,0.96
2019-12-13,MCK,140.6,0.44,1,142.47,132.98,142.23,134.01,142.54,-78000000,-0.013,-0.011,-4.0,54749000000,-730000000,57616000000,74,-35.15,0.95
2023-07-28,GPS,10.35,1.17,1,9.52,10.71,9.2,10.91,8.95,1224000000,-0.005,0.039,-0.05,2062000000,-18000000,3276000000,90,-206.99999999999997,0.63
2023-07-28,F,13.26,1.18,0,13.85,13.05,12.86,12.86,13.68,-16000000,0.043,0.146,0.48,37471000000,1917000000,44954000000,28,27.625,0.83
2023-07-28,AAL,16.79,0.78,0,17.4,14.71,15.25,14.97,16.48,1495000000,0.095,0.164,2.05,9908000000,1338000000,14055000000,28,8.190243902439025,0.7
2023-07-28,KSS,28.23,0.87,0,26.33,26.4,22.69,25.99,22.9,188000000,-0.02,0.08,-0.64,2047000000,-70000000,3571000000,90,-44.109375,0.57
2023-07-28,WBA,29.8,0.73,0,30.19,34.75,32.24,34.82,30.59,364000000,0.003,0.014,0.14,28826000000,118000000,35415000000,58,212.85714285714283,0.81
2023-07-28,GM,38.05,1.17,0,38.75,36.95,35.64,36.79,36.85,2768000000,0.057,0.138,1.83,39400000000,2566000000,44747000000,28,20.792349726775953,0.88
2023-07-28,KR,48.52,0.77,0,47.83,46.69,47.71,46.62,47.15,957000000,0.021,0.058,1.33,35080000000,962000000,45165000000,69,36.4812030075188,0.78
2023-07-28,CVS,74.61,1.08,0,74.46,84.96,72.2,82.46,70.53,631000000,0.021,0.053,1.48,75318000000,1901000000,88647000000,28,50.41216216216216,0.85
2023-09-28,HBI,3.6,0.88,1,4.13,5.55,4.66,5.3,4.91,-7263000,-0.016,0.061,-0.06,956243000,-22464000,1438980000,89,-56.16224648985959,0.66
2023-09-28,GPS,10.58,1.11,1,10.26,10.96,9.59,10.57,10.43,0,0.033,0.067,0.32,2215000000,117000000,3548000000,61,33.0625,0.62
2023-09-28,F,12.56,1.12,0,12.45,12.79,12.97,12.67,12.54,-16000000,0.043,0.146,0.48,37471000000,1917000000,44954000000,90,26.166666666666668,0.83
2023-09-28,AAL,12.92,0.6,0,12.98,14.92,15.49,15.11,14.89,1495000000,0.095,0.164,2.05,9908000000,1338000000,14055000000,90,6.302439024390244,0.7
2023-09-28,KSS,20.1,0.57,1,20.89,25.79,23.7,25.09,25.44,0,0.015,0.09,0.53,2242000000,58000000,3895000000,61,37.924528301886795,0.58
2023-09-28,DXC,20.47,1.2,1,20.43,25.64,23.84,25.16,21.89,64000000,0.01,0.151,0.17,2719000000,36000000,3446000000,90,120.41176470588233,0.79
2023-09-28,GM,33.16,1.02,0,33.06,36.34,35.32,35.95,34.61,2768000000,0.057,0.138,1.83,39400000000,2566000000,44747000000,90,18.12021857923497,0.88
2023-09-28,UAL,42.31,0.98,0,43.66,47.09,50.3,47.94,49.66,2017000000,0.076,0.184,3.28,9298000000,1075000000,14178000000,90,12.89939024390244,0.66
